"id","produit","ancien_prix","prix_actuel","remise","etat","source","date_verification","statut"
"pieces-accessoires-02","TerraNova AgriParts 220A","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-03","FieldPro AgriParts 360A","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-04","AgroMax AgriParts 480A","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-05","Cultivance AgriParts 600A","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-06","Horizon Farm AgriParts 100B","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-07","AgriFrance AgriParts 220B","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-08","TerraNova AgriParts 360B","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-09","FieldPro AgriParts 480B","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-10","AgroMax AgriParts 600B","","","","Occasion","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-11","Cultivance AgriParts 100C","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-12","Horizon Farm AgriParts 220C","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-13","AgriFrance AgriParts 360C","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-14","TerraNova AgriParts 480C","","","","Reconditionné","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-15","FieldPro AgriParts 600C","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-16","AgroMax AgriParts 100D","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-17","Cultivance AgriParts 220D","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-18","Horizon Farm AgriParts 360D","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-19","AgriFrance AgriParts 480D","","","","Occasion","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-20","TerraNova AgriParts 600D","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-21","FieldPro AgriParts 100E","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-22","AgroMax AgriParts 220E","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-23","Cultivance AgriParts 360E","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-24","Horizon Farm AgriParts 480E","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-25","AgriFrance AgriParts 600E","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-26","TerraNova AgriParts 100F","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-27","FieldPro AgriParts 220F","","","","Reconditionné","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-28","AgroMax AgriParts 360F","","","","Occasion","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-29","Cultivance AgriParts 480F","","","","Neuf","","","Prix sur devis — référence de démonstration"
"pieces-accessoires-30","Horizon Farm AgriParts 600F","","","","Neuf","","","Prix sur devis — référence de démonstration"
